[Fri Jun 12 16:14:58 CST 2026] 等待 20 分钟建立基线...
[Fri Jun 12 16:14:58 CST 2026] === 第1次注入: 极限竞争 (1ms, 10min, BOTH) ===
✓ ProbeExecutor 初始化成功 (设备 0)
  Buffer 大小: 128 MB (probe_bandwidth 固定)
  间隔: 1 ms
  方向: BOTH

============================================================
带宽竞争注入器启动 (基于 ProbeExecutor)
  按 Ctrl+C 停止
============================================================
  [114.3s] 14000 copies, 1750.00 GB, avg 15.31 GB/s
  [114.8s] 14050 copies, 1756.25 GB, avg 15.30 GB/s
  [115.1s] 14100 copies, 1762.50 GB, avg 15.31 GB/s
  [115.6s] 14150 copies, 1768.75 GB, avg 15.31 GB/s
  [115.9s] 14200 copies, 1775.00 GB, avg 15.31 GB/s
  [116.4s] 14250 copies, 1781.25 GB, avg 15.31 GB/s
  [116.8s] 14300 copies, 1787.50 GB, avg 15.31 GB/s
  [117.2s] 14350 copies, 1793.75 GB, avg 15.31 GB/s
  [117.6s] 14400 copies, 1800.00 GB, avg 15.31 GB/s
  [118.0s] 14450 copies, 1806.25 GB, avg 15.31 GB/s
  [118.4s] 14500 copies, 1812.50 GB, avg 15.31 GB/s
  [118.8s] 14550 copies, 1818.75 GB, avg 15.31 GB/s
  [119.2s] 14600 copies, 1825.00 GB, avg 15.31 GB/s
  [119.6s] 14650 copies, 1831.25 GB, avg 15.31 GB/s
  [120.0s] 14700 copies, 1837.50 GB, avg 15.31 GB/s
  [120.5s] 14750 copies, 1843.75 GB, avg 15.31 GB/s
  [120.8s] 14800 copies, 1850.00 GB, avg 15.31 GB/s
  [121.3s] 14850 copies, 1856.25 GB, avg 15.31 GB/s
  [121.7s] 14900 copies, 1862.50 GB, avg 15.31 GB/s
  [122.1s] 14950 copies, 1868.75 GB, avg 15.31 GB/s
  [122.4s] 15000 copies, 1875.00 GB, avg 15.31 GB/s
  [122.9s] 15050 copies, 1881.25 GB, avg 15.31 GB/s
  [123.3s] 15100 copies, 1887.50 GB, avg 15.31 GB/s
  [123.7s] 15150 copies, 1893.75 GB, avg 15.31 GB/s
  [124.1s] 15200 copies, 1900.00 GB, avg 15.31 GB/s
  [124.5s] 15250 copies, 1906.25 GB, avg 15.31 GB/s
  [124.9s] 15300 copies, 1912.50 GB, avg 15.31 GB/s
  [125.3s] 15350 copies, 1918.75 GB, avg 15.31 GB/s
  [125.7s] 15400 copies, 1925.00 GB, avg 15.31 GB/s
  [126.1s] 15450 copies, 1931.25 GB, avg 15.31 GB/s
  [126.6s] 15500 copies, 1937.50 GB, avg 15.31 GB/s
  [127.0s] 15550 copies, 1943.75 GB, avg 15.31 GB/s
  [127.4s] 15600 copies, 1950.00 GB, avg 15.30 GB/s
  [127.8s] 15650 copies, 1956.25 GB, avg 15.31 GB/s
  [128.2s] 15700 copies, 1962.50 GB, avg 15.31 GB/s
  [128.6s] 15750 copies, 1968.75 GB, avg 15.31 GB/s
  [129.0s] 15800 copies, 1975.00 GB, avg 15.31 GB/s
  [129.4s] 15850 copies, 1981.25 GB, avg 15.31 GB/s
  [129.9s] 15900 copies, 1987.50 GB, avg 15.31 GB/s
  [130.3s] 15950 copies, 1993.75 GB, avg 15.30 GB/s
  [130.7s] 16000 copies, 2000.00 GB, avg 15.30 GB/s
  [131.1s] 16050 copies, 2006.25 GB, avg 15.30 GB/s
  [131.5s] 16100 copies, 2012.50 GB, avg 15.30 GB/s
  [131.9s] 16150 copies, 2018.75 GB, avg 15.30 GB/s
  [132.3s] 16200 copies, 2025.00 GB, avg 15.30 GB/s
  [132.8s] 16250 copies, 2031.25 GB, avg 15.30 GB/s
  [133.1s] 16300 copies, 2037.50 GB, avg 15.30 GB/s
  [133.6s] 16350 copies, 2043.75 GB, avg 15.30 GB/s
  [134.0s] 16400 copies, 2050.00 GB, avg 15.30 GB/s
  [134.4s] 16450 copies, 2056.25 GB, avg 15.30 GB/s
  [134.8s] 16500 copies, 2062.50 GB, avg 15.30 GB/s
  [135.2s] 16550 copies, 2068.75 GB, avg 15.30 GB/s
  [135.6s] 16600 copies, 2075.00 GB, avg 15.30 GB/s
  [136.0s] 16650 copies, 2081.25 GB, avg 15.30 GB/s
  [136.4s] 16700 copies, 2087.50 GB, avg 15.31 GB/s
  [136.8s] 16750 copies, 2093.75 GB, avg 15.30 GB/s
  [137.2s] 16800 copies, 2100.00 GB, avg 15.30 GB/s
  [137.6s] 16850 copies, 2106.25 GB, avg 15.30 GB/s
  [138.1s] 16900 copies, 2112.50 GB, avg 15.30 GB/s
  [138.5s] 16950 copies, 2118.75 GB, avg 15.30 GB/s
  [138.9s] 17000 copies, 2125.00 GB, avg 15.30 GB/s
  [139.3s] 17050 copies, 2131.25 GB, avg 15.30 GB/s
  [139.7s] 17100 copies, 2137.50 GB, avg 15.30 GB/s
  [140.1s] 17150 copies, 2143.75 GB, avg 15.30 GB/s
  [140.5s] 17200 copies, 2150.00 GB, avg 15.30 GB/s
  [140.9s] 17250 copies, 2156.25 GB, avg 15.30 GB/s
  [141.3s] 17300 copies, 2162.50 GB, avg 15.30 GB/s
  [141.7s] 17350 copies, 2168.75 GB, avg 15.30 GB/s
  [142.2s] 17400 copies, 2175.00 GB, avg 15.30 GB/s
  [142.5s] 17450 copies, 2181.25 GB, avg 15.30 GB/s
  [143.0s] 17500 copies, 2187.50 GB, avg 15.30 GB/s
  [143.4s] 17550 copies, 2193.75 GB, avg 15.30 GB/s
  [143.8s] 17600 copies, 2200.00 GB, avg 15.30 GB/s
  [144.2s] 17650 copies, 2206.25 GB, avg 15.30 GB/s
  [144.6s] 17700 copies, 2212.50 GB, avg 15.30 GB/s
  [145.0s] 17750 copies, 2218.75 GB, avg 15.30 GB/s
  [145.4s] 17800 copies, 2225.00 GB, avg 15.30 GB/s
  [145.8s] 17850 copies, 2231.25 GB, avg 15.31 GB/s
  [146.2s] 17900 copies, 2237.50 GB, avg 15.30 GB/s
  [146.6s] 17950 copies, 2243.75 GB, avg 15.30 GB/s
  [147.0s] 18000 copies, 2250.00 GB, avg 15.30 GB/s
  [147.4s] 18050 copies, 2256.25 GB, avg 15.30 GB/s
  [147.8s] 18100 copies, 2262.50 GB, avg 15.30 GB/s
  [148.3s] 18150 copies, 2268.75 GB, avg 15.30 GB/s
  [148.6s] 18200 copies, 2275.00 GB, avg 15.31 GB/s
  [149.1s] 18250 copies, 2281.25 GB, avg 15.30 GB/s
  [149.5s] 18300 copies, 2287.50 GB, avg 15.30 GB/s
  [149.9s] 18350 copies, 2293.75 GB, avg 15.30 GB/s
  [150.3s] 18400 copies, 2300.00 GB, avg 15.30 GB/s
